sku_id,name,brand,asin,bestbuy_sku,street_price_usd,street_price_source,street_price_as_of,anc,anc_source,anc_as_of,anc_quality_cite_url,anc_quality_note,battery_hours,battery_hours_source,battery_hours_as_of,weight_g,weight_g_source,weight_g_as_of,bluetooth,bluetooth_source,bluetooth_as_of,wired_3_5mm,wired_3_5mm_source,wired_3_5mm_as_of,call_mic,call_mic_source,call_mic_as_of,warranty_years,warranty_years_source,warranty_years_as_of,foldable,foldable_source,foldable_as_of
beats-studio-pro,Beats Studio Pro,Beats,,6501017,349.99,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,true,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,,,24,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,260,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,true,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,true,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,true,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21,1,https://www.apple.com/legal/warranty/products/warranty-row-english.html,2026-09-21,true,https://www.beatsbydre.com/headphones/studio-pro-wireless,2026-09-21
bose-quietcomfort-ultra,Bose QuietComfort Ultra Headphones,Bose,,6554464,395.99,https://www.bestbuy.com/site/bose-quietcomfort-ultra-wireless-noise-cancelling-over-the-ear-headphones-black/6554464.p?skuId=6554464,2026-09-21,true,https://www.bose.com/p/refurbished/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN-FR.html,2026-09-21,https://www.rtings.com/headphones/reviews/bose/quietcomfort-ultra-headphones-wireless,,24,https://www.bose.com/p/refurbished/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN-FR.html,2026-09-21,254,https://www.bose.com/p/refurbished/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN-FR.html,2026-09-21,true,https://www.bose.com/p/refurbished/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN-FR.html,2026-09-21,true,https://www.bose.com/p/refurbished/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN-FR.html,2026-09-21,true,https://www.bose.com/p/refurbished/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN-FR.html,2026-09-21,1,https://assets.bosecreative.com/m/24173b57dad60c74/original/US_WARRANTY_EN.pdf,2026-09-21,true,https://www.bose.co.uk/p/headphones/bose-quietcomfort-ultra-headphones/QCUH-HEADPHONEARN.html,2026-09-21
jbl-tune-770nc,JBL Tune 770NC,JBL,,6572446,89.95,https://www.bestbuy.com/site/jbl-tune-770nc-adaptive-noise-cancelling-wireless-over-ear-headphone-black/6572446.p?skuId=6572446,2026-09-21,true,https://www.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw84f6db2c/pdfs/JBL%20Tune%20770NC_Specsheet_EN.pdf,2026-09-21,https://www.rtings.com/headphones/reviews/jbl/tune-770nc,,44,https://www.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw84f6db2c/pdfs/JBL%20Tune%20770NC_Specsheet_EN.pdf,2026-09-21,232,https://www.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw84f6db2c/pdfs/JBL%20Tune%20770NC_Specsheet_EN.pdf,2026-09-21,true,https://www.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw84f6db2c/pdfs/JBL%20Tune%20770NC_Specsheet_EN.pdf,2026-09-21,true,https://www.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw84f6db2c/pdfs/JBL%20Tune%20770NC_Specsheet_EN.pdf,2026-09-21,true,https://www.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw84f6db2c/pdfs/JBL%20Tune%20770NC_Specsheet_EN.pdf,2026-09-21,1,https://www.jbl.com/on/demandware.static/-/Library-Sites-SharedLibrary-JB/default/dwde9ae716/glp/warrantyandsafetybooks/images/TR04082_JBL_Global_Warranty_card_K_V15_EN.pdf,2026-09-21,true,https://global.jbl.com/over-ear-headphones/TUNE770NC.html,2026-09-21
jbl-tune-760nc,JBL Tune 760NC,JBL,,6522153,129.99,https://www.bestbuy.com/site/jbl-tune-760nc-wireless-noise-cancelling-over-ear-headphones-black/6522153.p?skuId=6522153,2026-09-21,true,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21,,,35,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21,220,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21,true,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21,true,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21,true,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21,1,https://www.jbl.com/on/demandware.static/-/Library-Sites-SharedLibrary-JB/default/dwde9ae716/glp/warrantyandsafetybooks/images/TR04082_JBL_Global_Warranty_card_K_V15_EN.pdf,2026-09-21,true,https://support.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwb777b9fb/pdfs/JBL_Tune_760NC_SpecSheet_US_English.pdf,2026-09-21
earfun-wave-pro,EarFun Wave Pro,EarFun,,,79.99,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,true,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,https://www.soundguys.com/earfun-wave-pro-review-112748/,,55,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,268,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,true,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,true,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,true,https://www.myearfun.com/headphones/earfun-wave-pro-hi-res-wireless-headphone-black,2026-09-21,1.5,https://www.myearfun.com/process-warranty,2026-09-21,true,https://shop.myearfun.com/products/earfun-wave-pro-hi-res-wireless-headphone,2026-09-21
tozo-ht2,TOZO HT2,TOZO,,,39.99,https://www.tozostore.com/products/ht2,2026-09-21,true,https://www.tozostore.com/products/ht2,2026-09-21,,,40,https://www.tozostore.com/products/ht2,2026-09-21,255,https://www.tozostore.com/products/ht2,2026-09-21,true,https://www.tozostore.com/products/ht2,2026-09-21,true,https://www.tozostore.com/products/ht2,2026-09-21,true,https://www.tozostore.com/products/ht2,2026-09-21,1.5,https://www.tozostore.com/products/ht2,2026-09-21,true,https://www.tozostore.com/blogs/news/foldable-headphones-guide-tozo-ht2,2026-09-21
soundcore-space-one-pro,soundcore Space One Pro,Soundcore,,,199.99,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21,true,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21,https://www.soundguys.com/anker-soundcore-space-one-pro-review-124002/,,40,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21,286.2,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21,true,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21,true,https://www.soundguys.com/anker-soundcore-space-one-pro-review-124002/,2026-09-21,true,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21,1.5,https://www.anker.com/ca/soundcore-refund-policy,2026-09-21,true,https://www.soundcore.com/products/a3062-noise-cancelling-headphones,2026-09-21
sony-wh-ult900n,Sony ULT WEAR (WH-ULT900N),Sony,,,149.99,https://electronics.sony.com/audio/headphones/all-headphones/p/whult900n-b,2026-09-21,true,https://www.sony.com/electronics/support/wireless-headphones-bluetooth-headphones/wh-ult900n/specifications,2026-09-21,,,30,https://www.sony.com/electronics/support/wireless-headphones-bluetooth-headphones/wh-ult900n/specifications,2026-09-21,255,https://www.sony.com/electronics/support/wireless-headphones-bluetooth-headphones/wh-ult900n/specifications,2026-09-21,true,https://www.sony.com/electronics/support/wireless-headphones-bluetooth-headphones/wh-ult900n/specifications,2026-09-21,true,https://www.sony.com/electronics/support/wireless-headphones-bluetooth-headphones/wh-ult900n/specifications,2026-09-21,true,https://www.sony.com/electronics/support/wireless-headphones-bluetooth-headphones/wh-ult900n/specifications,2026-09-21,1,https://www.sony.com/electronics/support/articles/00264235,2026-09-21,true,https://www.trustedreviews.com/reviews/sony-wh-ult900n,2026-09-21
edifier-wh950nb,Edifier WH950NB,Edifier,,,149.99,https://edifier-online.com/products/edifier-wh950nb-p,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21,,,34,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21,296,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21,1,https://edifier-online.com/products/edifier-wh950nb-p,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/wh950nb,2026-09-21
sennheiser-accentum-plus,Sennheiser ACCENTUM Plus Wireless,Sennheiser,,,249.95,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,true,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,,,50,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,227,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,true,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,true,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,true,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,1,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21,true,https://us.sennheiser-hearing.com/products/accentum-plus,2026-09-21
edifier-es850nb,Edifier ES850NB,Edifier,,,119.99,https://edifier-online.com/products/es850nb-active-noise-cancelling-headphones,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21,,,53,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21,265,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21,false,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21,1,https://edifier-online.com/products/es850nb-active-noise-cancelling-headphones,2026-09-21,true,https://www.edifier.com/us/p/over-ear-on-ear-headphones/es850nb,2026-09-21
edifier-wh700nb,Edifier WH700NB,Edifier,B0CGTGWF6C,,39.99,https://www.amazon.com/Edifier-WH700NB-Cancellation-Headphones-Lightweight/dp/B0CGTGWF6C,2026-09-21,true,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,,,45,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,271,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,true,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,false,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,true,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,1,https://edifier-online.com/products/edifier-wh700nb,2026-09-21,true,https://edifier-online.com/products/edifier-wh700nb,2026-09-21
1more-sonoflow-pro,1MORE SonoFlow Pro,1MORE,,,70.40,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,true,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,,,65,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,246,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,true,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,true,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,true,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21,1,https://usa.1more.com/pages/warranty,2026-09-21,true,https://usa.1more.com/products/1more-sonoflow-pro-wireless-anc-over-ear-headphones-mocha-brown,2026-09-21
